,filter_strategy,space,metric,value
0,none,CPM,1-JSD,0.5709432581890108
1,none,CPM,Pearson,0.46202571173927864
2,none,CPM,Spearman,0.7508615164456658
3,none,CPM,CCC,0.4090285807639796
4,none,log,1-JSD,0.8303342945085738
5,none,log,Pearson,0.7626579723994009
6,none,log,Spearman,0.7508615164456658
7,none,log,CCC,0.7594266812432092
8,none,CPM,1-JSD,0.5681848067358664
9,none,CPM,Pearson,0.46906040408894334
10,none,CPM,Spearman,0.744693268757876
11,none,CPM,CCC,0.4202391980629558
12,none,log,1-JSD,0.8292710355594219
13,none,log,Pearson,0.756791368154119
14,none,log,Spearman,0.744693268757876
15,none,log,CCC,0.7549238002484939
16,none,CPM,1-JSD,0.5791603494974638
17,none,CPM,Pearson,0.5069034669154013
18,none,CPM,Spearman,0.7500245014395328
19,none,CPM,CCC,0.4779501828367153
20,none,log,1-JSD,0.8317268037698015
21,none,log,Pearson,0.7649583688328466
22,none,log,Spearman,0.7500245014395328
23,none,log,CCC,0.7608489190127077
24,none,CPM,1-JSD,0.5725590961136884
25,none,CPM,Pearson,0.505390016702502
26,none,CPM,Spearman,0.7377572905191765
27,none,CPM,CCC,0.4635118560064662
28,none,log,1-JSD,0.8265265096369647
29,none,log,Pearson,0.7508295989816034
30,none,log,Spearman,0.7377572905191765
31,none,log,CCC,0.7477607314693137
32,none,CPM,1-JSD,0.5131710445027557
33,none,CPM,Pearson,0.37651387100636463
34,none,CPM,Spearman,0.7202656101666911
35,none,CPM,CCC,0.3504357252140649
36,none,log,1-JSD,0.8154664020998132
37,none,log,Pearson,0.7224029008484053
38,none,log,Spearman,0.7202656101666911
39,none,log,CCC,0.7192264754016623
40,none,CPM,1-JSD,0.6173274716674004
41,none,CPM,Pearson,0.6309787616643845
42,none,CPM,Spearman,0.7390327650796205
43,none,CPM,CCC,0.6228202618667228
44,none,log,1-JSD,0.835721874523773
45,none,log,Pearson,0.763069812445772
46,none,log,Spearman,0.7390327650796205
47,none,log,CCC,0.756448410906147
48,none,CPM,1-JSD,0.592242273422722
49,none,CPM,Pearson,0.5632693949642329
50,none,CPM,Spearman,0.7324966139832041
51,none,CPM,CCC,0.5368485244229354
52,none,log,1-JSD,0.8299926664104929
53,none,log,Pearson,0.7518483106874447
54,none,log,Spearman,0.7324966139832041
55,none,log,CCC,0.7491310715948688
56,none,CPM,1-JSD,0.5052416808165774
57,none,CPM,Pearson,0.37779219443348805
58,none,CPM,Spearman,0.697323735066248
59,none,CPM,CCC,0.3380210228368804
60,none,log,1-JSD,0.8014294758115778
61,none,log,Pearson,0.6987086398449489
62,none,log,Spearman,0.697323735066248
63,none,log,CCC,0.6919392927468351
64,none,CPM,1-JSD,0.5499435619064879
65,none,CPM,Pearson,0.43952211318242357
66,none,CPM,Spearman,0.7333317255007331
67,none,CPM,CCC,0.3766550273139453
68,none,log,1-JSD,0.8189493603106197
69,none,log,Pearson,0.7421279194959383
70,none,log,Spearman,0.7333317255007331
71,none,log,CCC,0.73913255530864
72,none,CPM,1-JSD,0.5884928680695123
73,none,CPM,Pearson,0.5551914309433372
74,none,CPM,Spearman,0.7322545699605889
75,none,CPM,CCC,0.5159550169049881
76,none,log,1-JSD,0.8270499229520163
77,none,log,Pearson,0.7503694840089664
78,none,log,Spearman,0.7322545699605889
79,none,log,CCC,0.7478532412115761
80,none,CPM,1-JSD,0.5408573190623749
81,none,CPM,Pearson,0.42721286888244936
82,none,CPM,Spearman,0.7308276459729298
83,none,CPM,CCC,0.3734073226184324
84,none,log,1-JSD,0.8214616221561133
85,none,log,Pearson,0.7380650620012037
86,none,log,Spearman,0.7308276459729298
87,none,log,CCC,0.7352411468283158
88,none,CPM,1-JSD,0.6187480583174085
89,none,CPM,Pearson,0.6148579012935529
90,none,CPM,Spearman,0.7421724622807777
91,none,CPM,CCC,0.5699200722242579
92,none,log,1-JSD,0.8326548266493222
93,none,log,Pearson,0.7637225634609466
94,none,log,Spearman,0.7421724622807777
95,none,log,CCC,0.7609655975437737
96,none,CPM,1-JSD,0.5706417480935444
97,none,CPM,Pearson,0.5110544410556057
98,none,CPM,Spearman,0.7273426309191932
99,none,CPM,CCC,0.4782681146031345
100,none,log,1-JSD,0.8241693731018891
101,none,log,Pearson,0.7432570929052462
102,none,log,Spearman,0.7273426309191932
103,none,log,CCC,0.7409419512166526
104,none,CPM,1-JSD,0.5594936643427415
105,none,CPM,Pearson,0.4421629617558853
106,none,CPM,Spearman,0.7549823143226626
107,none,CPM,CCC,0.40697732593429237
108,none,log,1-JSD,0.8330818785917671
109,none,log,Pearson,0.763488339005258
110,none,log,Spearman,0.7549823143226626
111,none,log,CCC,0.7607536468165667
112,none,CPM,1-JSD,0.5593482025560632
113,none,CPM,Pearson,0.4648300956095576
114,none,CPM,Spearman,0.74125616899198
115,none,CPM,CCC,0.4401858890155721
116,none,log,1-JSD,0.827979765946814
117,none,log,Pearson,0.7527587663678794
118,none,log,Spearman,0.74125616899198
119,none,log,CCC,0.7500538427734581
120,none,CPM,1-JSD,0.5038551987753116
121,none,CPM,Pearson,0.3506915509724794
122,none,CPM,Spearman,0.7374964238477993
123,none,CPM,CCC,0.31243223826168304
124,none,log,1-JSD,0.817881441384128
125,none,log,Pearson,0.734264703549343
126,none,log,Spearman,0.7374964238477993
127,none,log,CCC,0.7299699979718709
128,none,CPM,1-JSD,0.5846815127162366
129,none,CPM,Pearson,0.5363208335903084
130,none,CPM,Spearman,0.7553837257674831
131,none,CPM,CCC,0.5298989474829201
132,none,log,1-JSD,0.8372961797823717
133,none,log,Pearson,0.7696126504682881
134,none,log,Spearman,0.7553837257674831
135,none,log,CCC,0.7641564126638246
136,none,CPM,1-JSD,0.5000124989600869
137,none,CPM,Pearson,0.3444285905752828
138,none,CPM,Spearman,0.7352680279405703
139,none,CPM,CCC,0.3044917938803924
140,none,log,1-JSD,0.816109287753735
141,none,log,Pearson,0.7310487486826559
142,none,log,Spearman,0.7352680279405703
143,none,log,CCC,0.7269389216803173
144,none,CPM,1-JSD,0.5758862590861218
145,none,CPM,Pearson,0.5074431543664926
146,none,CPM,Spearman,0.7518852140858808
147,none,CPM,CCC,0.4976010337214378
148,none,log,1-JSD,0.8361421198094541
149,none,log,Pearson,0.7660825154155549
150,none,log,Spearman,0.7518852140858808
151,none,log,CCC,0.7595020947543755
152,none,CPM,1-JSD,0.5577515004803051
153,none,CPM,Pearson,0.43174032847925015
154,none,CPM,Spearman,0.7502594356862726
155,none,CPM,CCC,0.38179319895693437
156,none,log,1-JSD,0.8300466468292625
157,none,log,Pearson,0.7599032626858777
158,none,log,Spearman,0.7502594356862726
159,none,log,CCC,0.7580904869446599
160,none,CPM,1-JSD,0.6088587882794111
161,none,CPM,Pearson,0.5945376589888444
162,none,CPM,Spearman,0.7480877044543212
163,none,CPM,CCC,0.5784963566762467
164,none,log,1-JSD,0.8382752599262365
165,none,log,Pearson,0.7688532637168923
166,none,log,Spearman,0.7480877044543212
167,none,log,CCC,0.7620489638419827
168,none,CPM,1-JSD,0.5247449932683421
169,none,CPM,Pearson,0.39445783577325755
170,none,CPM,Spearman,0.7113417712730501
171,none,CPM,CCC,0.3790072990917032
172,none,log,1-JSD,0.8169036250244558
173,none,log,Pearson,0.7199969005150714
174,none,log,Spearman,0.7113417712730501
175,none,log,CCC,0.7174507395878525
176,none,CPM,1-JSD,0.5394167873818247
177,none,CPM,Pearson,0.40040961803639114
178,none,CPM,Spearman,0.7246120818221696
179,none,CPM,CCC,0.33863225940593594
180,none,log,1-JSD,0.8204359324566676
181,none,log,Pearson,0.733976484618839
182,none,log,Spearman,0.7246120818221696
183,none,log,CCC,0.7314822521934324
184,none,CPM,1-JSD,0.5603293877023732
185,none,CPM,Pearson,0.4461067566382819
186,none,CPM,Spearman,0.7458717475604886
187,none,CPM,CCC,0.39021113265073265
188,none,log,1-JSD,0.8279473867224958
189,none,log,Pearson,0.7570092054789714
190,none,log,Spearman,0.7458717475604886
191,none,log,CCC,0.7537027610343229
192,none,CPM,1-JSD,0.5908816588272152
193,none,CPM,Pearson,0.5417445121843224
194,none,CPM,Spearman,0.7350807891121725
195,none,CPM,CCC,0.5100865416048408
196,none,log,1-JSD,0.8310287458635957
197,none,log,Pearson,0.7544682705306924
198,none,log,Spearman,0.7350807891121725
199,none,log,CCC,0.7504449182978146
200,none,CPM,1-JSD,0.5315007714362747
201,none,CPM,Pearson,0.39925159806302096
202,none,CPM,Spearman,0.7102984322272444
203,none,CPM,CCC,0.34945185107276805
204,none,log,1-JSD,0.8108423910759591
205,none,log,Pearson,0.7173463051396523
206,none,log,Spearman,0.7102984322272444
207,none,log,CCC,0.7131811060935969
208,none,CPM,1-JSD,0.5961911573649956
209,none,CPM,Pearson,0.5799859435881061
210,none,CPM,Spearman,0.7209760077759392
211,none,CPM,CCC,0.5625333583473805
212,none,log,1-JSD,0.8280345870089101
213,none,log,Pearson,0.7431750646286164
214,none,log,Spearman,0.7209760077759392
215,none,log,CCC,0.7380509224496904
216,none,CPM,1-JSD,0.5068627811795074
217,none,CPM,Pearson,0.34212729070522474
218,none,CPM,Spearman,0.7376572236531718
219,none,CPM,CCC,0.2635896915015815
220,none,log,1-JSD,0.8105504520120925
221,none,log,Pearson,0.7341621483156594
222,none,log,Spearman,0.7376572236531718
223,none,log,CCC,0.7270912515794944
224,none,CPM,1-JSD,0.5750006145733935
225,none,CPM,Pearson,0.520871973274845
226,none,CPM,Spearman,0.7361994827724477
227,none,CPM,CCC,0.5103954929120561
228,none,log,1-JSD,0.8304898874437971
229,none,log,Pearson,0.7527869775783516
230,none,log,Spearman,0.7361994827724477
231,none,log,CCC,0.7471520624588829
232,none,CPM,1-JSD,0.5650944100849726
233,none,CPM,Pearson,0.503479419636606
234,none,CPM,Spearman,0.7245763995068558
235,none,CPM,CCC,0.4777447255076274
236,none,log,1-JSD,0.8245257318980402
237,none,log,Pearson,0.7400913301327838
238,none,log,Spearman,0.7245763995068558
239,none,log,CCC,0.736357668922624
240,none,CPM,1-JSD,0.5712668849458201
241,none,CPM,Pearson,0.5168106610935889
242,none,CPM,Spearman,0.7359134504201044
243,none,CPM,CCC,0.4951038606865224
244,none,log,1-JSD,0.8287903324895125
245,none,log,Pearson,0.7505622081851003
246,none,log,Spearman,0.7359134504201044
247,none,log,CCC,0.7469561925077363
248,none,CPM,1-JSD,0.5973435283020307
249,none,CPM,Pearson,0.5786531062477929
250,none,CPM,Spearman,0.747445963193431
251,none,CPM,CCC,0.5578145267573981
252,none,log,1-JSD,0.8346060242565942
253,none,log,Pearson,0.7660494062808008
254,none,log,Spearman,0.747445963193431
255,none,log,CCC,0.7602764691252422
256,none,CPM,1-JSD,0.5811562712420624
257,none,CPM,Pearson,0.541214842739555
258,none,CPM,Spearman,0.725075771705834
259,none,CPM,CCC,0.5090492902565809
260,none,log,1-JSD,0.8250773287510769
261,none,log,Pearson,0.7424400006410976
262,none,log,Spearman,0.725075771705834
263,none,log,CCC,0.7391282303125459
264,none,CPM,1-JSD,0.5645748677598557
265,none,CPM,Pearson,0.4745651270107589
266,none,CPM,Spearman,0.7454223283649793
267,none,CPM,CCC,0.437105823165216
268,none,log,1-JSD,0.8291275772173441
269,none,log,Pearson,0.7574334559142805
270,none,log,Spearman,0.7454223283649793
271,none,log,CCC,0.7539682834699415
272,none,CPM,1-JSD,0.5368801871471214
273,none,CPM,Pearson,0.4177267836366181
274,none,CPM,Spearman,0.713452863880869
275,none,CPM,CCC,0.377672864825554
276,none,log,1-JSD,0.816718179689419
277,none,log,Pearson,0.7230511352879985
278,none,log,Spearman,0.713452863880869
279,none,log,CCC,0.7210058225167327
280,none,CPM,1-JSD,0.44145071670086455
281,none,CPM,Pearson,0.21511103240386026
282,none,CPM,Spearman,0.7026873892616655
283,none,CPM,CCC,0.07977794141991523
284,none,log,1-JSD,0.7760135887177599
285,none,log,Pearson,0.688569189832656
286,none,log,Spearman,0.7026873892616655
287,none,log,CCC,0.6574172726160131
288,none,CPM,1-JSD,0.5663650767610471
289,none,CPM,Pearson,0.47265256504173503
290,none,CPM,Spearman,0.7313502833032194
291,none,CPM,CCC,0.41636113136338443
292,none,log,1-JSD,0.8250802025161095
293,none,log,Pearson,0.7453051813113777
294,none,log,Spearman,0.7313502833032194
295,none,log,CCC,0.7434222252401811
296,none,CPM,1-JSD,0.5722710881376203
297,none,CPM,Pearson,0.4898825001331608
298,none,CPM,Spearman,0.7143003841929155
299,none,CPM,CCC,0.4298284850081955
300,none,log,1-JSD,0.8180170305501531
301,none,log,Pearson,0.7320281317170663
302,none,log,Spearman,0.7143003841929155
303,none,log,CCC,0.729790825089371
304,none,CPM,1-JSD,0.5552915172731592
305,none,CPM,Pearson,0.45772878172791376
306,none,CPM,Spearman,0.7095078789516963
307,none,CPM,CCC,0.4074607886577097
308,none,log,1-JSD,0.8167340553319304
309,none,log,Pearson,0.7245671257703831
310,none,log,Spearman,0.7095078789516963
311,none,log,CCC,0.7226941985981795
312,none,CPM,1-JSD,0.49687514958377765
313,none,CPM,Pearson,0.2931065816848825
314,none,CPM,Spearman,0.7064208160622447
315,none,CPM,CCC,0.1769813117151145
316,none,log,1-JSD,0.7931660493298938
317,none,log,Pearson,0.7060534604132592
318,none,log,Spearman,0.7064208160622447
319,none,log,CCC,0.689793584773466
320,none,CPM,1-JSD,0.5283049329095086
321,none,CPM,Pearson,0.4161295074769626
322,none,CPM,Spearman,0.6918255671921869
323,none,CPM,CCC,0.35723236486052595
324,none,log,1-JSD,0.8008123552166346
325,none,log,Pearson,0.7021110192828242
326,none,log,Spearman,0.6918255671921869
327,none,log,CCC,0.695996199898836
328,none,CPM,1-JSD,0.4805064537619761
329,none,CPM,Pearson,0.1680739903339985
330,none,CPM,Spearman,0.6810824688101419
331,none,CPM,CCC,0.07229952592022332
332,none,log,1-JSD,0.780770475972163
333,none,log,Pearson,0.6812584347466041
334,none,log,Spearman,0.6810824688101419
335,none,log,CCC,0.6461935517045985
336,none,CPM,1-JSD,0.5613236089435176
337,none,CPM,Pearson,0.4926388055931048
338,none,CPM,Spearman,0.725519758542444
339,none,CPM,CCC,0.4633723088988916
340,none,log,1-JSD,0.8204560653706965
341,none,log,Pearson,0.7389002233502421
342,none,log,Spearman,0.725519758542444
343,none,log,CCC,0.7366596366055367
344,none,CPM,1-JSD,0.5281239834988001
345,none,CPM,Pearson,0.3912026695879171
346,none,CPM,Spearman,0.6942987484273168
347,none,CPM,CCC,0.3351720582760771
348,none,log,1-JSD,0.8052960911514248
349,none,log,Pearson,0.704808981138376
350,none,log,Spearman,0.6942987484273168
351,none,log,CCC,0.6993368345033796
352,none,CPM,1-JSD,0.5281427259807281
353,none,CPM,Pearson,0.4056139608272084
354,none,CPM,Spearman,0.715563583062565
355,none,CPM,CCC,0.36514033974519033
356,none,log,1-JSD,0.813549561920272
357,none,log,Pearson,0.7224619913891689
358,none,log,Spearman,0.715563583062565
359,none,log,CCC,0.7192085486641535
360,none,CPM,1-JSD,0.4970944480102837
361,none,CPM,Pearson,0.3325749856057789
362,none,CPM,Spearman,0.7019085110224427
363,none,CPM,CCC,0.2532367979136005
364,none,log,1-JSD,0.8008289516386308
365,none,log,Pearson,0.7008727268954289
366,none,log,Spearman,0.7019085110224427
367,none,log,CCC,0.6920145319281629
368,none,CPM,1-JSD,0.594641491017252
369,none,CPM,Pearson,0.5705163613240399
370,none,CPM,Spearman,0.7311141208872486
371,none,CPM,CCC,0.5425112238784381
372,none,log,1-JSD,0.8304001794631052
373,none,log,Pearson,0.7505232776955253
374,none,log,Spearman,0.7311141208872486
375,none,log,CCC,0.7472598110193318
376,none,CPM,1-JSD,0.5711236730966045
377,none,CPM,Pearson,0.5251259673661915
378,none,CPM,Spearman,0.7226249339975656
379,none,CPM,CCC,0.5150696969481743
380,none,log,1-JSD,0.8229470522451259
381,none,log,Pearson,0.7403904670340896
382,none,log,Spearman,0.7226249339975656
383,none,log,CCC,0.7367284453427877
384,none,CPM,1-JSD,0.5481130561568889
385,none,CPM,Pearson,0.471788385477155
386,none,CPM,Spearman,0.6984339501844633
387,none,CPM,CCC,0.3945677861613577
388,none,log,1-JSD,0.8035611139754102
389,none,log,Pearson,0.7098795144245006
390,none,log,Spearman,0.6984339501844633
391,none,log,CCC,0.7013072981758501
392,none,CPM,1-JSD,0.5703876975483881
393,none,CPM,Pearson,0.5174850213377941
394,none,CPM,Spearman,0.7365690002715328
395,none,CPM,CCC,0.49888297940885856
396,none,log,1-JSD,0.8284635626017853
397,none,log,Pearson,0.7506217878549556
398,none,log,Spearman,0.7365690002715328
399,none,log,CCC,0.7480160915041701
400,none,CPM,1-JSD,0.6471842471253173
401,none,CPM,Pearson,0.6970595121925508
402,none,CPM,Spearman,0.7477987559434064
403,none,CPM,CCC,0.6469813004310554
404,none,log,1-JSD,0.8345261637750744
405,none,log,Pearson,0.7714174030623777
406,none,log,Spearman,0.7477987559434064
407,none,log,CCC,0.7680286615704633
408,none,CPM,1-JSD,0.5944179217977583
409,none,CPM,Pearson,0.5357471410465305
410,none,CPM,Spearman,0.7396981807961936
411,none,CPM,CCC,0.5072777981183823
412,none,log,1-JSD,0.8331686164312219
413,none,log,Pearson,0.7596734222917075
414,none,log,Spearman,0.7396981807961936
415,none,log,CCC,0.7561068053741683
416,none,CPM,1-JSD,0.5509535653334329
417,none,CPM,Pearson,0.45900231740777375
418,none,CPM,Spearman,0.7283907089855797
419,none,CPM,CCC,0.4102063418526808
420,none,log,1-JSD,0.8196550310941213
421,none,log,Pearson,0.739199284664792
422,none,log,Spearman,0.7283907089855797
423,none,log,CCC,0.7361045010488257
424,none,CPM,1-JSD,0.6034742885028388
425,none,CPM,Pearson,0.5636748160711207
426,none,CPM,Spearman,0.7471806994264898
427,none,CPM,CCC,0.5245558325911701
428,none,log,1-JSD,0.8344778571556466
429,none,log,Pearson,0.766801916608443
430,none,log,Spearman,0.7471806994264898
431,none,log,CCC,0.7610793360532276
432,none,CPM,1-JSD,0.5597912375514236
433,none,CPM,Pearson,0.4526212952812591
434,none,CPM,Spearman,0.7377397522544058
435,none,CPM,CCC,0.3905793412755904
436,none,log,1-JSD,0.8228963441381927
437,none,log,Pearson,0.7485201900760957
438,none,log,Spearman,0.7377397522544058
439,none,log,CCC,0.7458665999483866
440,none,CPM,1-JSD,0.5945885195041962
441,none,CPM,Pearson,0.5569916571411326
442,none,CPM,Spearman,0.7516516907685266
443,none,CPM,CCC,0.5432471502614181
444,none,log,1-JSD,0.836792225318235
445,none,log,Pearson,0.769711245578564
446,none,log,Spearman,0.7516516907685266
447,none,log,CCC,0.7639544480856106
448,none,CPM,1-JSD,0.6275612094762979
449,none,CPM,Pearson,0.6055207530922844
450,none,CPM,Spearman,0.7522561262161871
451,none,CPM,CCC,0.5514627346913744
452,none,log,1-JSD,0.8368190054520619
453,none,log,Pearson,0.7734130421987943
454,none,log,Spearman,0.7522561262161871
455,none,log,CCC,0.7683189868713699
456,none,CPM,1-JSD,0.6158269722525136
457,none,CPM,Pearson,0.5984675589749502
458,none,CPM,Spearman,0.7560317708235126
459,none,CPM,CCC,0.5592347286214941
460,none,log,1-JSD,0.8381820163288417
461,none,log,Pearson,0.7755726956644144
462,none,log,Spearman,0.7560317708235126
463,none,log,CCC,0.7702163189544499
464,none,CPM,1-JSD,0.5400410434196788
465,none,CPM,Pearson,0.41646662221972985
466,none,CPM,Spearman,0.7315987884093197
467,none,CPM,CCC,0.37325827956954827
468,none,log,1-JSD,0.8205876538433121
469,none,log,Pearson,0.740026036422881
470,none,log,Spearman,0.7315987884093197
471,none,log,CCC,0.737189717691476
472,none,CPM,1-JSD,0.4968403916037778
473,none,CPM,Pearson,0.329001271881957
474,none,CPM,Spearman,0.7021163622206344
475,none,CPM,CCC,0.2517187722541704
476,none,log,1-JSD,0.7989342104579725
477,none,log,Pearson,0.6997336291183749
478,none,log,Spearman,0.7021163622206344
479,none,log,CCC,0.6896002248376517
480,none,CPM,1-JSD,0.5238286821758817
481,none,CPM,Pearson,0.33720637799169806
482,none,CPM,Spearman,0.746737698187384
483,none,CPM,CCC,0.2592054239526741
484,none,log,1-JSD,0.8203868000742591
485,none,log,Pearson,0.7469574133702861
486,none,log,Spearman,0.746737698187384
487,none,log,CCC,0.7424762086827369
488,none,CPM,1-JSD,0.5850789341304353
489,none,CPM,Pearson,0.5238550196718809
490,none,CPM,Spearman,0.7459584467940468
491,none,CPM,CCC,0.5048518538242088
492,none,log,1-JSD,0.8346242376489013
493,none,log,Pearson,0.7634137108807677
494,none,log,Spearman,0.7459584467940468
495,none,log,CCC,0.7599106768936554
496,none,CPM,1-JSD,0.6005365553072728
497,none,CPM,Pearson,0.5911752355081779
498,none,CPM,Spearman,0.7393501413362525
499,none,CPM,CCC,0.5734402230107757
500,none,log,1-JSD,0.8323188883870895
501,none,log,Pearson,0.759167813477948
502,none,log,Spearman,0.7393501413362525
503,none,log,CCC,0.7523935405846667
504,none,CPM,1-JSD,0.45254483501215714
505,none,CPM,Pearson,0.21295631495181275
506,none,CPM,Spearman,0.6983604561524244
507,none,CPM,CCC,0.14311930388029773
508,none,log,1-JSD,0.7847879321115658
509,none,log,Pearson,0.680801852243515
510,none,log,Spearman,0.6983604561524244
511,none,log,CCC,0.6493290832568973
512,none,CPM,1-JSD,0.47401026846266914
513,none,CPM,Pearson,0.31551062641392086
514,none,CPM,Spearman,0.719736323423182
515,none,CPM,CCC,0.2673216542444971
516,none,log,1-JSD,0.7993989359005795
517,none,log,Pearson,0.7067478608812781
518,none,log,Spearman,0.719736323423182
519,none,log,CCC,0.696967629356472
520,none,CPM,1-JSD,0.6352175107889468
521,none,CPM,Pearson,0.626899498716521
522,none,CPM,Spearman,0.7557122266904129
523,none,CPM,CCC,0.5775502487074453
524,none,log,1-JSD,0.8399012467262525
525,none,log,Pearson,0.7779536648242473
526,none,log,Spearman,0.7557122266904129
527,none,log,CCC,0.7735132626013367
528,none,CPM,1-JSD,0.6105410785382257
529,none,CPM,Pearson,0.5801728092603412
530,none,CPM,Spearman,0.7484562600877679
531,none,CPM,CCC,0.5462320479208995
532,none,log,1-JSD,0.8346052270225035
533,none,log,Pearson,0.7690683099624191
